name,city,province,latitude,longitude,state_name,population
McDonald's,Alamo,TX,26.1919,-98.1214,Texas,20255
Burger King,Port Isabel,TX,26.08702,-97.27351,Texas,5111
Whataburger,South Padre Island,TX,26.10995,-97.169,Texas,2891
Burger King,Harlingen,TX,26.17335,-97.67446,Texas,116926
SONIC Drive In,Caldwell,TX,30.5345,-96.6909,Texas,4394
Whataburger,Harlingen,TX,26.16533,-97.67884,Texas,116926
Papa John's Pizza,North Myrtle Beach,SC,33.826771,-78.681905,South Carolina,19855
Burger King,Portland,OR,45.412631,-122.629995,Oregon,2115140
Burger King,Ridgeland,SC,32.47863,-80.97323,South Carolina,3764
KFC,Ridgeland,SC,32.4784,-80.9752,South Carolina,3764
Wendy's,Ridgeland,SC,32.4756,-80.9659,South Carolina,3764
Burger King,Beaufort,SC,32.400894,-80.685231,South Carolina,65303
Waffle House,Charleston,SC,32.9764,-80.0663,South Carolina,734681
McDonald's,North Charleston,SC,32.85902,-79.98231,South Carolina,119913
Waffle House,Summerville,SC,32.9523,-80.1637,South Carolina,51654
SONIC Drive In,Mount Pleasant,SC,32.8423,-79.8548,South Carolina,93993
Burger King,Summerville,SC,32.994711,-80.187183,South Carolina,51654
Burger King,Summerville,SC,32.96502,-80.16614,South Carolina,51654
Burger King,Springfield,OR,44.059675,-122.998163,Oregon,61499
Bojangles' Famous Chicken 'n Biscuits,Hartsville,SC,34.360359,-80.061303,South Carolina,7419
Taco Bell,Central Point,OR,42.37791,-122.89905,Oregon,19216
Waffle House,Spartanburg,SC,34.935075,-82.004677,South Carolina,218799
KFC,Spartanburg,SC,34.9371,-81.9803,South Carolina,218799
KFC,Springfield,OR,44.0804,-123.0422,Oregon,61499
Subway,Springfield,OR,44.0602,-122.99861,Oregon,61499
Arby's,Hamburg,PA,40.5418,-75.9773,Pennsylvania,4456
Burger King,Aberdeen,SD,45.45868,-98.47411,South Dakota,28189
Burger King,Reading,PA,40.30357,-75.85641,Pennsylvania,283546
Domino's Pizza,Aberdeen,SD,45.4598,-98.4882,South Dakota,28189
Taco John's,Rapid City,SD,44.0825,-103.2699,South Dakota,92897
McDonald's,Rapid City,SD,44.08148,-103.25676,South Dakota,92897
Burger King,Sturgis,SD,44.41827,-103.53364,South Dakota,7086
Burger King,Rapid City,SD,44.10561,-103.20293,South Dakota,92897
Burger King,Rapid City,SD,44.08801,-103.19496,South Dakota,92897
Domino's Pizza,Box Elder,SD,44.131565,-103.0712,South Dakota,12902
Domino's Pizza,Rapid City,SD,44.02971,-103.27009,South Dakota,92897
Domino's Pizza,Rapid City,SD,44.0877,-103.21,South Dakota,92897
Wendy's,Rapid City,SD,44.099255,-103.221751,South Dakota,92897
Dairy Queen,Sturgis,SD,44.41654,-103.522379,South Dakota,7086
Culver's,Rapid City,SD,44.10203,-103.19291,South Dakota,92897
Burger King,Rapid City,SD,44.07999,-103.24956,South Dakota,92897
Taco Bueno,Enid,OK,36.39035,-97.90019,Oklahoma,50653
McDonald's,Cushing,OK,35.98613,-96.73758,Oklahoma,8367
KFC,Sioux Falls,SD,43.5464,-96.6839,South Dakota,207648
Burger King,Sioux Falls,SD,43.52921,-96.6738,South Dakota,207648
Arby's,Orangeburg,SC,33.4811,-80.88351,South Carolina,13253
Wendy's,Orangeburg,SC,33.490888,-80.856307,South Carolina,13253
McDonald's,Orangeburg,SC,33.49142,-80.85577,South Carolina,13253
Subway,Rapid City,SD,44.096649,-103.203014,South Dakota,92897
Subway,Rapid City,SD,44.078503,-103.252056,South Dakota,92897
Culver's,Rapid City,SD,44.081413,-103.254273,South Dakota,92897
Qdoba Mexican Eats,Rapid City,SD,44.07898,-103.25219,South Dakota,92897
Wendy's,Rapid City,SD,44.058715,-103.231109,South Dakota,92897
Wendy's,Rapid City,SD,44.082135,-103.251851,South Dakota,92897
Taco Bell,Rapid City,SD,44.08169,-103.25802,South Dakota,92897
Dairy Queen,Brandon,SD,43.5925,-96.5721,South Dakota,10996
Dairy Queen,Rapid City,SD,44.0692,-103.232,South Dakota,92897
Dairy Queen,Rapid City,SD,44.070706,-103.279468,South Dakota,92897
Arby's,Rapid City,SD,44.0704,-103.1911,South Dakota,92897
Burger King,Nashville,TN,36.14337,-86.74484,Tennessee,1201962
Jimmy John's,Grand Rapids,MI,42.9137,-85.5229,Michigan,622168
SONIC Drive In,Reading,PA,40.3089,-75.8634,Pennsylvania,283546
McDonald's,Sturgis,SD,44.41954,-103.52879,South Dakota,7086
McDonald's,Louisville,KY,38.28292,-85.62907,Kentucky,988018
KFC,Pittsburgh,PA,40.3452,-79.9734,Pennsylvania,1729616
KFC,Connellsville,PA,40.0364,-79.5844,Pennsylvania,6849
Burger King,Clarks Summit,PA,41.47686,-75.684211,Pennsylvania,5073
McDonalds,Hazleton,PA,40.9813,-76.0177,Pennsylvania,30111
McDonald's,Kingston,PA,41.257948,-75.901767,Pennsylvania,13397
McDonald's,Abingdon,VA,36.70143,-81.97512,Virginia,8330
Wendy's,Kingston,PA,41.259632,-75.899536,Pennsylvania,13397
Taco Bell,Kingsport,TN,36.5523,-82.6267,Tennessee,103542
KFC,Kingston,PA,41.268,-75.8898,Pennsylvania,13397
Bojangles' Famous Chicken 'n Biscuits,Athens,TN,35.446333,-84.629947,Tennessee,14471
Bojangles' Famous Chicken 'n Biscuits,Bristol,VA,36.629115,-82.12201,Virginia,16849
Taco Bell,Cleveland,TN,35.13057,-84.8765,Tennessee,72049
Burger King,Kingston,PA,41.26004,-75.89932,Pennsylvania,13397
McDonald's,Carbondale,PA,41.566,-75.5143,Pennsylvania,8789
Burger King,Pittston,PA,41.322006,-75.792475,Pennsylvania,7626
Wendy's,Decatur,GA,33.754799,-84.235803,Georgia,24518
Wendy's,New London,CT,41.3589,-72.116,Connecticut,27625
Jack in the Box,Baytown,TX,29.744804,-94.949491,Texas,85205
Burger King,New London,CT,41.360747,-72.116077,Connecticut,27625
Burger King,Shenandoah,PA,40.816942,-76.200314,Pennsylvania,4146
Krystal,Chattanooga,TN,35.0168,-85.2773,Tennessee,415927
Burger King,Pottsville,PA,40.674588,-76.225927,Pennsylvania,13364
Waffle House,Knoxville,TN,35.90733,-84.14759,Tennessee,627090
McDonald's,Oak Ridge,TN,36.00514,-84.25133,Tennessee,32693
Burger King,Knoxville,TN,35.93643,-84.14514,Tennessee,627090
Bojangles' Famous Chicken 'n Biscuits,Harriman,TN,35.889981,-84.546584,Tennessee,6090
Taco Bell,Sevierville,TN,35.905589,-83.580616,Tennessee,18397
Arby's,Crossville,TN,35.9863,-85.038113,Tennessee,12428
McDonald's,Crossville,TN,35.96309,-85.03699,Tennessee,12428
Domino's Pizza,Mitchell,SD,43.712868,-98.02982,South Dakota,15649
McDonald's,Snohomish,WA,47.8377,-122.1245,Washington,10239
KFC,Redmond,WA,47.6741,-122.1297,Washington,77353
KFC,Kirkland,WA,47.7057,-122.1763,Washington,92621
KFC,Issaquah,WA,47.54208,-122.0453,Washington,39591
Burger King,Aberdeen,WA,46.97651,-123.81093,Washington,17088
KFC,Bremerton,WA,47.601,-122.6289,Washington,224760
Quiznos,Dupont,WA,47.0917,-122.644,Washington,9931
McDonald's,Lake Villa,IL,42.40698,-88.02772,Illinois,8683
McDonald's,Bonney Lake,WA,47.1673,-122.1489,Washington,22090
McDonald's,Orting,WA,47.1004,-122.20984,Washington,8978
Jack in the Box,Moses Lake,WA,47.130991,-119.271559,Washington,26083
Arby's,Fairfield,OH,39.318341,-84.496057,Ohio,44828
Taco Bell,Yakima,WA,46.60425,-120.49577,Washington,136518
Frisch's Big Boy,Hamilton,OH,39.36651,-84.5461,Ohio,63468
McDonald's,Hamilton,OH,39.37824,-84.55046,Ohio,63468
McDonald's,Yakima,WA,46.60182,-120.48083,Washington,136518
Jack in the Box,Yakima,WA,46.592693,-120.560632,Washington,136518
Bojangles' Famous Chicken 'n Biscuits,South Boston,VA,36.735111,-78.914013,Virginia,7853
Burger King,Moses Lake,WA,47.10238,-119.24819,Washington,26083
Burger King,Olympia,WA,46.99973,-122.90804,Washington,217647
Chick-fil-A,Cincinnati,OH,39.100871,-84.272616,Ohio,1726642
Arby's,Harrison,OH,39.259435,-84.799789,Ohio,13084
Burger King,Spokane,WA,47.67666,-117.28201,Washington,462286
Wendy's,Louisville,KY,38.282383,-85.630782,Kentucky,988018
Arby's,Louisville,KY,38.285079,-85.631215,Kentucky,988018
Taco John's,Cloquet,MN,46.70662,-92.456313,Minnesota,12537
Culver's,West Bend,WI,43.42793,-88.2122,Wisconsin,32030
Dairy Queen,Cloquet,MN,46.70309,-92.45607,Minnesota,12537
McDonald's,Waunakee,WI,43.19236,-89.46623,Wisconsin,15687
KFC,Chippewa Falls,WI,44.91287,-91.38882,Wisconsin,14782
Arby's,Chippewa Falls,WI,44.948575,-91.374409,Wisconsin,14782
Burger King,Milwaukee,WI,43.01699,-87.99699,Wisconsin,1291752
Burger King,Milwaukee,WI,42.996451,-88.046352,Wisconsin,1291752
Jimmy John's,River Falls,WI,44.85444,-92.62704,Wisconsin,16719
Arby's,Wisconsin Rapids,WI,44.366678,-89.817447,Wisconsin,18722
Wendy's,Minneapolis,MN,45.0832,-93.3761,Minnesota,2937866
Burger King,Hudson,WI,44.958336,-92.722982,Wisconsin,14959
Arby's,Lindstrom,MN,45.391838,-92.854527,Minnesota,4978
Burger King,North Branch,MN,45.50946,-92.99671,Minnesota,11565
Dunkin' Donuts,Bronx,NY,40.84244,-73.84534,New York,1472654
SONIC Drive In,Spring Hill,TN,35.7461,-86.9353,Tennessee,67964
SONIC Drive In,Paris,TN,36.2919,-88.3176,Tennessee,10338
Arby's,Sevierville,TN,35.90444,-83.581965,Tennessee,18397
Checkers,Decatur,GA,33.73765,-84.25166,Georgia,24518
McDonald's,Cincinnati,OH,39.258061,-84.469734,Ohio,1726642
Taco Bell,Richmond,VA,37.46503,-77.44335,Virginia,1098457
KFC,Franklin,OH,39.496494,-84.33402,Ohio,11712
Del Taco,Ogden,UT,41.188132,-111.983845,Utah,630643
Arby's,Bountiful,UT,40.86263,-111.89509,Utah,45023
Burger King,Ogden,UT,41.187117,-111.948971,Utah,630643
Wendy's,Bountiful,UT,40.88444,-111.88627,Utah,45023
Domino's Pizza,Washington,UT,37.13071,-113.50539,Utah,32348
Chick-fil-A,Ogden,UT,41.1895,-111.9825,Utah,630643
Subway,Clearfield,UT,41.12182,-112.02551,Utah,33523
Chick-fil-A,Centerville,UT,40.92437,-111.89017,Utah,16679
TacoTime,Spokane,WA,47.68137,-117.28331,Washington,462286
McDonald's,Cheney,WA,47.50209,-117.56554,Washington,12804
SUBWAY,Custer,SD,43.76818,-103.59313,South Dakota,2341
McDonald's,Columbus,OH,39.972307,-83.099081,Ohio,1635039
Subway,Charleston,SC,32.90294,-79.91345,South Carolina,734681
McDonald's,Lafayette,LA,30.1891,-92.0627,Louisiana,242063
Quiznos,Lafayette,LA,30.20777,-92.03783,Louisiana,242063
McDonald's,Lexington,KY,38.034,-84.4542,Kentucky,323725
Domino's Pizza,Albuquerque,NM,35.17679,-106.55878,New Mexico,765360
McDonalds,Lexington,KY,38.0054,-84.573,Kentucky,323725
Blakes Lotaburger,Los Lunas,NM,34.809,-106.7384,New Mexico,18618
Arby's,Houma,LA,29.614634,-90.757173,Louisiana,139352
Waffle House,Fort Worth,TX,32.68203,-97.460771,Texas,963194
Taco Bell,Houma,LA,29.63282,-90.75905,Louisiana,139352
McDonald's,Lexington,KY,38.0424,-84.5031,Kentucky,323725
McDonald's,North Manchester,IN,41.0005,-85.7938,Indiana,4819
McDonald's,Reidsville,NC,36.35296,-79.66401,North Carolina,14585
McDonald's,Walled Lake,MI,42.5377,-83.4758,Michigan,7299
Subway,Alexandria,LA,31.3455,-92.5201,Louisiana,76381
McDonald's,Auburn,WA,47.29624,-122.24873,Washington,85676
KFC,Reidsville,NC,36.3549,-79.6627,North Carolina,14585
Bojangles' Famous Chicken 'n Biscuits,Reidsville,NC,36.349576,-79.693458,North Carolina,14585
Five Guys,Mishawaka,IN,41.7187,-86.1903,Indiana,51021
Taco Bell,South Bend,IN,41.6793,-86.2532,Indiana,279977
Krystal,Decatur,GA,33.73645,-84.28714,Georgia,24518
Burger King,Decatur,GA,33.754801,-84.2687,Georgia,24518
Subway,Valley Center,KS,37.83033,-97.37259,Kansas,8590
Jack in the Box,Wenatchee,WA,47.4297,-120.3191,Washington,85048
McDonald's,Shreveport,LA,32.48858,-93.70431,Louisiana,276074
Burger King,Wichita,KS,37.607524,-97.336124,Kansas,519036
SONIC Drive In,Baton Rouge,LA,30.3492,-91.0276,Louisiana,654357
Qdoba Mexican Eats,Junction City,KS,39.02222,-96.818,Kansas,22331
Burger King,Topeka,KS,39.01633,-95.65202,Kansas,147144
Burger King,Colorado Springs,CO,38.806945,-104.822204,Colorado,643336
Burger King,Colorado Springs,CO,38.8368,-104.7949,Colorado,643336
Burger King,Franklin,TN,35.89633,-86.87605,Tennessee,87133
Domino's Pizza,Juneau,AK,58.30058,-134.418406,Alaska,31794
KFC,Cincinnati,OH,39.2529,-84.5987,Ohio,1726642
McDonald's,Huntsville,AL,34.758,-86.5919,Alabama,368074
McDonald's,Mountain View,AR,35.8643,-92.1092,Arkansas,2913
Burger King,Milwaukee,WI,43.090185,-87.92309,Wisconsin,1291752
Burger King,Milwaukee,WI,42.95881,-87.91221,Wisconsin,1291752
McDonald's,Alice,TX,27.7524,-98.0822,Texas,17707
McDonald's,Poteau,OK,35.072841,-94.628967,Oklahoma,8959
Burger King,Cary,NC,35.8289,-78.7702,North Carolina,179306
Hardee's,Newport,AR,35.605867,-91.260368,Arkansas,8024
KFC,Newport,AR,35.6055,-91.2538,Arkansas,8024
McDonald's,San Jose,CA,37.2999,-121.8225,California,1827643
Dairy Queen,Portage,WI,43.4863,-89.4981,Wisconsin,10236
McDonald's,Oxford,MI,42.8373,-83.2735,Michigan,3474
SONIC Drive In,Columbia,TN,35.6286,-87.0282,Tennessee,45441
Domino's Pizza,Columbia,SC,34.06291,-81.00854,South Carolina,610536
Domino's Pizza,Fairbanks,AK,64.84024,-147.71043,Alaska,68976
Arby's,Paris,TN,36.28887,-88.31477,Tennessee,10338
Taco Bell,North Wilkesboro,NC,36.17908,-81.146102,North Carolina,4421
Bojangles' Famous Chicken 'n Biscuits,Loris,SC,34.055735,-78.888093,South Carolina,2645
Domino's Pizza,Ripley,WV,38.81021,-81.70338,West Virginia,3071
Bojangles' Famous Chicken 'n Biscuits,Advance,NC,36.0044,-80.4397,North Carolina,1408
McDonald's,Atkins,AR,35.2547,-92.9367,Arkansas,2877
Mcdonalds,Yadkinville,NC,36.1207,-80.6616,North Carolina,3004
SONIC Drive In,Atkins,AR,35.2552,-92.9379,Arkansas,2877
Quiznos,Russellville,AR,35.28222,-93.13396,Arkansas,29162
Pizza Hut,Warrenville,SC,33.519917,-81.8294,South Carolina,1042
Subway,Powell,WY,44.7498,-108.76455,Wyoming,6503
Arby's,Harrison,AR,36.268365,-93.141356,Arkansas,13350
Hardee's,Fredericktown,MO,37.56778,-90.283858,Missouri,4507
Burger King,Riverview,MI,42.17,-83.1898,Michigan,12186
Burger King,Belleville,MI,42.214668,-83.543793,Michigan,3910
Taco Bell,Wayne,MI,42.283657,-83.363898,Michigan,17310
Pizza Hut,Logan,WV,37.841269,-81.96604,West Virginia,1294
Bojangles' Famous Chicken 'n Biscuits,Morganton,NC,35.718113,-81.695083,North Carolina,17646
KFC,Hickory,NC,35.7032,-81.3115,North Carolina,213375
Domino's Pizza,Paden City,WV,39.60135,-80.93829,West Virginia,2415
McDonald's,Belleville,MI,42.2239,-83.4856,Michigan,3910
McDonald's,Petersburg,WV,38.993771,-79.11364,West Virginia,2384
Burger King,Minneapolis,MN,45.109425,-93.303466,Minnesota,2937866
Burger King,New Martinsville,WV,39.690635,-80.855481,West Virginia,5133
Wendy's,New Martinsville,WV,39.6788,-80.8577,West Virginia,5133
McDonald's,New Martinsville,WV,39.6652,-80.8586,West Virginia,5133
Wendy's,Lenoir,NC,35.9153,-81.5242,North Carolina,18299
McDonald's,Indianapolis,IN,39.6359,-86.118,Indiana,1767321
McDonald's,South Hill,VA,36.7481,-78.0987,Virginia,4786
Taco John's,Evansville,IN,37.9835,-87.6008,Indiana,204607
McDonald's,Lakeland,FL,28.123389,-81.97414,Florida,290540
Hardee's,Evansville,IN,37.990651,-87.519475,Indiana,204607
Wendy's,Evansville,IN,38.00954,-87.57386,Indiana,204607
Taco Time,Everett,WA,47.88254,-122.237311,Washington,111845
SUBWAY,Belle,WV,38.20213,-81.50588,West Virginia,1611
Golden Chick,Manning,SC,33.69672,-80.22302,South Carolina,3863
Arby's,Mullins,SC,34.20003,-79.258195,South Carolina,3914
McDonald's,Pageland,SC,34.7725,-80.3814,South Carolina,2489
Bojangles' Famous Chicken 'n Biscuits,Pageland,SC,34.773455,-80.383267,South Carolina,2489
KFC,Hillsborough,NC,36.0603,-79.1027,North Carolina,9724
McDonald's,Durham,NC,36.0167,-78.8896,North Carolina,420564
Wendy's,Urbana,IL,40.11025,-88.22715,Illinois,39341
Arby's,Rochester,MN,44.06118,-92.4957,Minnesota,122867
Wendy's,Swansboro,NC,34.69702,-77.13973,North Carolina,3997
McDonald's,Dothan,AL,31.225233,-85.40032,Alabama,76419
McDonald's,Dothan,AL,31.18925,-85.39791,Alabama,76419
McDonald's,Rockford,IL,42.22563,-89.07276,Illinois,271411
Burger King,Grand Rapids,MI,42.94898,-85.66702,Michigan,622168
McDonald's,Wittenberg,WI,44.83156,-89.16945,Wisconsin,1027
Cook-Out,Mount Airy,NC,36.4823,-80.6145,North Carolina,10633
Wendy's,Buckhannon,WV,38.99194,-80.23009,West Virginia,5116
Burger King,Libertyville,IL,42.260523,-87.948394,Illinois,20525
Sonic Drive-In,East Peoria,IL,40.675007,-89.532193,Illinois,22324
Burger King,Grand Rapids,MI,42.868058,-85.645117,Michigan,622168
Bojangles' Famous Chicken 'n Biscuits,Randleman,NC,35.821937,-79.823173,North Carolina,4644
Arby's,Rapid City,SD,44.032634,-103.211224,South Dakota,92897
KFC,Ottawa,IL,41.370959,-88.836514,Illinois,18447
McDonald's,Knoxville,TN,36.0082,-83.975,Tennessee,627090
Bojangles' Famous Chicken 'n Biscuits,Lenoir City,TN,35.821548,-84.269667,Tennessee,11110
Hardee's,Manning,SC,33.6903,-80.2142,South Carolina,3863
Wendy's,Manning,SC,33.7015,-80.2387,South Carolina,3863
McDonald's,Milton,FL,30.5911,-87.17608,Florida,10733
Waffle House,La Porte,TX,29.651429,-95.033862,Texas,36730
Whataburger,Springdale,AR,36.19331,-94.1768,Arkansas,88160
McDonald's,Huntsville,AR,36.1132,-93.7083,Arkansas,3202
Arby's,Bentonville,AR,36.38641,-94.22058,Arkansas,58249
Waffle House,Milton,FL,30.592187,-87.176002,Florida,10733
George's Gyros Spot,Chesterton,IN,41.6135,-87.0521,Indiana,14446
Burger King,Fort Dix,NJ,40.0128,-74.6225,New Jersey,7984
Jimmy Johns,Elkhart,IN,41.6271,-85.9101,Indiana,149701
McDonald's,Marshall,AR,35.9073,-92.6565,Arkansas,1196
Burger King,Oxford,AL,33.60864,-85.828,Alabama,22063
Arby's,South Bend,IN,41.627634,-86.235686,Indiana,279977
Arby's,South Bend,IN,41.665737,-86.252351,Indiana,279977
Jimmy John's,South Bend,IN,41.6753,-86.2502,Indiana,279977
Arby's,Ashland,WI,46.587965,-90.893363,Wisconsin,7902
Burger King,Mission,KS,39.0411,-94.6385,Kansas,9915
McDonald's,Herndon,VA,38.9505,-77.4106,Virginia,24672
McDonald's,Lenexa,KS,38.9715,-94.7404,Kansas,58384
Pizza Hut,Sturgeon Bay,WI,44.84652,-87.36444,Wisconsin,9806
Arby's,Sturgeon Bay,WI,44.8202,-87.4089,Wisconsin,9806
McDonald's,Sturgeon Bay,WI,44.82101,-87.40383,Wisconsin,9806
